,id,price,date_stamp,journal_id
2247,10938,750.0,2016-08-11,1687-8485
2248,10939,750.0,2016-08-11,2090-7850
2249,10940,750.0,2016-08-11,2090-2212
2250,10941,800.0,2016-08-11,2090-0112
2251,10942,600.0,2016-08-11,2314-6923
2252,10943,600.0,2016-08-11,2314-6192
2253,10944,800.0,2016-08-11,2090-7699
2254,10945,750.0,2016-08-11,1687-8019
2255,10946,750.0,2016-08-11,2090-0139
2256,10947,600.0,2016-08-11,2314-6915
2257,10948,600.0,2016-08-11,2090-8644
2259,10950,1000.0,2016-08-11,2314-4971
2260,10951,600.0,2016-08-11,2314-5978
2261,10952,1000.0,2016-08-11,2090-715X
2262,10953,1250.0,2016-08-11,1687-5257
2263,10954,600.0,2016-08-11,2314-5994
2264,10955,1250.0,2016-08-11,2090-0155
2265,10956,1250.0,2016-08-11,2314-4912
2266,10957,600.0,2016-08-11,2314-6826
2267,10958,1500.0,2016-08-11,1745-4557
2268,10959,1750.0,2016-08-11,2314-8888
2269,10960,1250.0,2016-08-11,2040-2309
2270,10961,600.0,2016-08-11,2314-4890
2271,10962,750.0,2016-08-11,1687-949X
2272,10963,1000.0,2016-08-11,2314-4785
2273,10964,600.0,2016-08-11,1687-9473
2275,10966,750.0,2016-08-11,2314-6931
2276,10967,800.0,2016-08-11,2090-8601
2277,10968,1000.0,2016-08-11,2090-021X
2278,10969,1000.0,2016-08-11,2090-0732
2279,10970,1000.0,2016-08-11,1687-8469
2280,10971,2000.0,2016-08-11,2090-0058
2281,10972,750.0,2016-08-11,2090-0031
2282,10973,600.0,2016-08-11,2314-5013
2283,10974,1000.0,2016-08-11,1687-9538
2284,10975,2000.0,2016-08-11,1687-7268
2285,10976,800.0,2016-08-11,2090-1747
2286,10977,750.0,2016-08-11,2314-6230
2287,10978,1500.0,2016-08-11,2314-4939
2288,10979,600.0,2016-08-11,2314-6184
2289,10980,1000.0,2016-08-11,2042-0072
2290,10981,1000.0,2016-08-11,2090-0015
2291,10982,800.0,2016-08-11,2314-6966
2292,10983,800.0,2016-08-11,2090-3200
2293,10984,750.0,2016-08-11,2044-4362
2295,10986,2000.0,2016-08-11,1875-905X
2296,10987,750.0,2016-08-11,2090-2190
2298,10989,750.0,2016-08-11,2314-4270
2299,10990,1000.0,2016-08-11,2090-1437
2300,10991,1500.0,2016-08-11,1557-0703
2302,10993,1000.0,2016-08-11,2090-1550
2303,10994,750.0,2016-08-11,2042-003X
2305,10996,750.0,2016-08-11,1687-7438
2306,10997,1000.0,2016-08-11,2090-1844
2307,10998,1500.0,2016-08-11,1932-8745
2309,11000,1250.0,2016-08-11,2090-908X
2310,11001,2000.0,2016-08-11,1875-9203
2311,11002,600.0,2016-08-11,2090-357X
2312,11003,1000.0,2016-08-11,2042-0056
2314,11005,750.0,2016-08-11,2090-1518
2315,11006,1000.0,2016-08-11,1563-5171
2317,11008,750.0,2016-08-11,2314-7539
2328,11019,600.0,2016-08-11,2314-8233
2333,11024,600.0,2016-08-11,2314-4114
2336,11027,1250.0,2016-08-11,1754-2103
2339,11030,1500.0,2016-08-11,1875-8584
2342,11033,2000.0,2016-08-11,2291-2797
2343,11034,1750.0,2016-08-11,1916-7245
2344,11035,800.0,2016-08-11,2090-0171
2345,11036,500.0,2016-08-11,2090-6412
2346,11037,400.0,2016-08-11,2090-6455
2347,11038,400.0,2016-08-11,2090-6498
2348,11039,400.0,2016-08-11,2090-6536
2349,11040,400.0,2016-08-11,2090-6579
2350,11041,500.0,2016-08-11,2090-6617
2351,11042,400.0,2016-08-11,1687-9635
2352,11043,500.0,2016-08-11,2090-6714
2353,11044,400.0,2016-08-11,2090-6757
2354,11045,400.0,2016-08-11,2090-679X
2355,11046,400.0,2016-08-11,2090-6838
2356,11047,400.0,2016-08-11,2090-6870
2357,11048,400.0,2016-08-11,2090-6919
2358,11049,400.0,2016-08-11,2090-6978
2359,11050,400.0,2016-08-11,2090-701X
2360,11051,750.0,2016-08-11,2090-3995
2361,11052,750.0,2016-08-11,2314-8063
2362,11053,1000.0,2016-08-11,2090-1291
2363,11054,2000.0,2016-08-11,1099-0526
2364,11055,1500.0,2016-08-11,1555-4317
2365,11056,750.0,2016-08-11,1687-7071
2366,11057,750.0,2016-08-11,2090-133X
2367,11058,750.0,2016-08-11,1029-0516
2368,11059,1750.0,2016-08-11,1875-8630
2369,11060,1000.0,2016-08-11,2090-4010
2371,11062,750.0,2016-08-11,2090-1356
2372,11063,1000.0,2016-08-11,2090-3162
2373,11064,800.0,2016-08-11,2090-1372
2374,11065,750.0,2016-08-11,2314-7490
2375,11066,800.0,2016-08-11,2090-1399
2376,11067,1500.0,2016-08-11,1687-5974
2377,11068,750.0,2016-08-11,2090-0252
2378,11069,1500.0,2016-08-11,1687-8779
2379,11070,600.0,2016-08-11,2314-4130
2380,11071,600.0,2016-08-11,2314-4157
2381,11072,1000.0,2016-08-11,1687-4196
2382,11073,600.0,2016-08-11,1687-935X
2383,11074,1250.0,2016-08-11,1687-8078
2384,11075,600.0,2016-08-11,1687-9171
2385,11076,1000.0,2016-08-11,1687-7055
2386,11077,750.0,2016-08-11,1687-8736
2387,11078,1000.0,2016-08-11,1687-7586
2388,11079,750.0,2016-08-11,1687-9716
2390,11081,800.0,2016-08-11,2090-052X
2391,11082,750.0,2016-08-11,2314-5765
2392,11083,1250.0,2016-08-11,2314-4378
2393,11084,750.0,2016-08-11,2042-0099
2394,11085,600.0,2016-08-11,2314-5781
2395,11086,1000.0,2016-08-11,2090-2077
2396,11087,750.0,2016-08-11,1687-9198
2397,11088,800.0,2016-08-11,2090-1720
2398,11089,1000.0,2016-08-11,2090-2158
2399,11090,600.0,2016-08-11,1687-9414
2400,11091,750.0,2016-08-11,1687-921X
2401,11092,1000.0,2016-08-11,1687-9759
2403,11094,1750.0,2016-08-11,1687-9430
2404,11095,800.0,2016-08-11,2090-2174
2405,11096,750.0,2016-08-11,2314-5757
2406,11097,1000.0,2016-08-11,1542-3034
2407,11098,750.0,2016-08-11,2090-3340
2408,11099,1000.0,2016-08-11,1687-6423
2409,11100,750.0,2016-08-11,1687-5710
2410,11101,600.0,2016-08-11,2356-7872
2411,11102,1500.0,2016-08-11,2042-3195
2412,11103,750.0,2016-08-11,1687-9791
2414,11105,500.0,2016-08-11,2090-4053
2416,11107,500.0,2016-08-11,2314-503X
2417,11108,800.0,2016-08-11,2090-9195
2418,11109,600.0,2016-08-11,2314-5110
2419,11110,1000.0,2016-08-11,2090-1976
2420,11111,600.0,2016-08-11,2314-6443
2421,11112,750.0,2016-08-11,2314-5986
2422,11113,2000.0,2016-08-11,2314-6753
2423,11114,600.0,2016-08-11,2090-9845
2424,11115,750.0,2016-08-11,2314-615X
2425,11116,750.0,2016-08-11,1687-9813
2426,11117,600.0,2016-08-11,1687-8841
2427,11118,600.0,2016-08-11,2314-6907
2428,11119,1750.0,2016-08-11,2314-7156
2429,11120,1000.0,2016-08-11,2090-3049
2430,11121,750.0,2016-08-11,2314-4874
2431,11122,600.0,2016-08-11,2314-5137
2432,11123,600.0,2016-08-11,2314-6168
2433,11124,750.0,2016-08-11,2314-4858
2434,11125,1000.0,2016-08-11,1687-9511
2435,11126,600.0,2016-08-11,2314-6893
2436,11127,600.0,2016-08-11,2314-5072
2437,11128,1000.0,2016-08-11,2314-6486
2438,11129,1250.0,2016-08-11,2090-3065
2439,11130,1000.0,2016-08-11,2090-7818
2440,11131,600.0,2016-08-11,2314-6877
2441,11132,600.0,2016-08-11,2314-8047
2442,11133,750.0,2016-08-11,2314-4394
2443,11134,1000.0,2016-08-11,1687-9619
2444,11135,800.0,2016-08-11,2090-7958
2445,11136,1000.0,2016-08-11,2090-2913
2446,11137,750.0,2016-08-11,2314-6176
2447,11138,750.0,2016-08-11,1687-9252
2448,11139,800.0,2016-08-11,2090-3227
2450,11141,600.0,2016-08-11,2090-8520
2451,11142,1000.0,2016-08-11,1687-9597
2452,11143,600.0,2016-08-11,2090-2018
2453,11144,2000.0,2016-08-11,1918-1523
2454,11145,1250.0,2016-08-11,2042-0080
2455,11146,750.0,2016-08-11,2090-2239
2456,11147,750.0,2016-08-11,2090-147X
2457,11148,1000.0,2016-08-11,2090-312X
2458,11149,750.0,2016-08-11,2314-4335
2459,11150,1000.0,2016-08-11,2090-195X
2460,11151,750.0,2016-08-11,1369-1643
2461,11152,750.0,2016-08-11,2090-2093
2462,11153,1500.0,2016-08-11,1875-919X
2463,11154,2000.0,2016-08-11,1939-0122
2464,11155,750.0,2016-08-11,2090-3553
2465,11156,2000.0,2016-08-11,1687-9678
2466,11157,750.0,2016-08-11,2356-6124
2467,11158,800.0,2016-08-11,2090-1496
2468,11159,600.0,2016-08-11,2090-1534
2469,11160,750.0,2016-08-11,2042-0048
2470,11161,2000.0,2016-08-11,1530-8677
2471,11162,3000.0,2016-08-11,2092-6731
2472,11163,3000.0,2016-08-11,1614-2411
2473,11164,3000.0,2016-08-11,1550-7416
2474,11165,3000.0,2016-08-11,1530-9932
2475,11166,3000.0,2016-08-11,1545-7230
2476,11167,3000.0,2016-08-11,1936-4709
2477,11168,3000.0,2016-08-11,1432-0517
2478,11169,3000.0,2016-08-11,1839-2571
2479,11170,3000.0,2016-08-11,1874-6349
2480,11171,3000.0,2016-08-11,1572-9036
2481,11172,3000.0,2016-08-11,1572-8358
2482,11173,3000.0,2016-08-11,1432-5233
2483,11174,3000.0,2016-08-11,1958-5454
2484,11175,3000.0,2016-08-11,1437-9546
2485,11176,3000.0,2016-08-11,2213-5820
2486,11177,3000.0,2016-08-11,1861-1133
2487,11178,3000.0,2016-08-11,1432-0525
2488,11179,3000.0,2016-08-11,2315-4144
2489,11180,3000.0,2016-08-11,1619-6937
2490,11181,3000.0,2016-08-11,1614-3116
2491,11182,3000.0,2016-08-11,0942-0940
2492,11183,3000.0,2016-08-11,2240-2993
2493,11184,3000.0,2016-08-11,1432-0533
2494,11185,3000.0,2016-08-11,1861-1664
2495,11186,3000.0,2016-08-11,2198-7335
2496,11187,3000.0,2016-08-11,1866-6647
2497,11188,3000.0,2016-08-11,1573-3289
2498,11189,3000.0,2016-08-11,2363-8354
2499,11190,3000.0,2016-08-11,1572-8757
2500,11191,3000.0,2016-08-11,1661-4909
2501,11192,3000.0,2016-08-11,1861-9533
2502,11193,3000.0,2016-08-11,1572-9044
2503,11194,3000.0,2016-08-11,1862-5355
2504,11195,3000.0,2016-08-11,1573-1677
2505,11196,3000.0,2016-08-11,2195-3597
2506,11197,3000.0,2016-08-11,1865-8652
2507,11198,3000.0,2016-08-11,1420-8903
2508,11199,3000.0,2016-08-11,1573-3025
2509,11200,3000.0,2016-08-11,1432-5241
2510,11201,3000.0,2016-08-11,1572-9842
2511,11202,3000.0,2016-08-11,2190-7668
2512,11203,3000.0,2016-08-11,1574-4647
2513,11204,3000.0,2016-08-11,1936-606X
2514,11205,3000.0,2016-08-11,1720-8319
2515,11206,3000.0,2016-08-11,2249-7218
2516,11207,3000.0,2016-08-11,1572-8366
2517,11208,3000.0,2016-08-11,1572-9680
2518,11209,3000.0,2016-08-11,1773-0155
2519,11210,3000.0,2016-08-11,1435-5655
2520,11211,3000.0,2016-08-11,1573-3254
2521,11212,3000.0,2016-08-11,1873-9326
2522,11213,3000.0,2016-08-11,1420-8911
2523,11214,3000.0,2016-08-11,1572-9079
2524,11215,3000.0,2016-08-11,1432-0541
2525,11216,3000.0,2016-08-11,1664-221X
2526,11217,3000.0,2016-08-11,1654-7209
2527,11218,3000.0,2016-08-11,1179-187X
2528,11219,3000.0,2016-08-11,1179-1888
2529,11220,3000.0,2016-08-11,1936-1351
2530,11221,3000.0,2016-08-11,1573-3262
2531,11222,3000.0,2016-08-11,1874-9380
2532,11223,3000.0,2016-08-11,1936-4784
2533,11224,3000.0,2016-08-11,1438-2199
2534,11225,3000.0,2016-08-11,1869-8182
2535,11226,3000.0,2016-08-11,1432-055X
2536,11227,3000.0,2016-08-11,1573-1979
2537,11228,3000.0,2016-08-11,1664-235X
2538,11229,3000.0,2016-08-11,1618-2650
2539,11230,3000.0,2016-08-11,1447-073X
2540,11231,3000.0,2016-08-11,1573-7209
2541,11232,3000.0,2016-08-11,1435-9456
2542,11233,3000.0,2016-08-11,1827-1510
2543,11234,3000.0,2016-08-11,1618-1891
2544,11235,3000.0,2016-08-11,1532-4796
2545,11236,3000.0,2016-08-11,1573-9686
2546,11237,3000.0,2016-08-11,0219-3094
2547,11238,3000.0,2016-08-11,2198-5812
2548,11239,3000.0,2016-08-11,1934-7243
2549,11240,3000.0,2016-08-11,1614-2454
2550,11241,3000.0,2016-08-11,1297-966X
2551,11242,3000.0,2016-08-11,1572-9060
2552,11243,3000.0,2016-08-11,1432-0584
2553,11244,3000.0,2016-08-11,1573-7470
2554,11245,3000.0,2016-08-11,1869-2044
2555,11246,3000.0,2016-08-11,1864-6433
2556,11247,3000.0,2016-08-11,1572-9338
2557,11248,3000.0,2016-08-11,2199-2576
2558,11249,3000.0,2016-08-11,1432-0592
2559,11250,3000.0,2016-08-11,1867-6944
2560,11251,3000.0,2016-08-11,1534-4681
2561,11252,3000.0,2016-08-11,1958-9395
2562,11253,3000.0,2016-08-11,1572-9699
2563,11254,3000.0,2016-08-11,1297-9678
2564,11255,3000.0,2016-08-11,1573-675X
2565,11256,3000.0,2016-08-11,1432-0622
2566,11257,3000.0,2016-08-11,1559-0291
2567,11258,3000.0,2016-08-11,1572-9095
2568,11259,3000.0,2016-08-11,1573-4897
2569,11260,3000.0,2016-08-11,1347-605X
2570,11261,3000.0,2016-08-11,1866-928X
2571,11262,3000.0,2016-08-11,1179-1896
2572,11263,3000.0,2016-08-11,1573-7497
2573,11264,3000.0,2016-08-11,1613-7507
2574,11265,3000.0,2016-08-11,1432-0606
2575,11266,3000.0,2016-08-11,1432-0614
2576,11267,3000.0,2016-08-11,1432-0630
2577,11268,3000.0,2016-08-11,1432-0649
2578,11269,3000.0,2016-08-11,1573-3270
2579,11270,3000.0,2016-08-11,1871-2576
2580,11271,3000.0,2016-08-11,1874-4621
2581,11272,3000.0,2016-08-11,1573-143X
2582,11273,3000.0,2016-08-11,1573-5125
2583,11274,3000.0,2016-08-11,1573-1421
2584,11275,3000.0,2016-08-11,1420-9055
2585,11276,3000.0,2016-08-11,1866-7538
2587,11278,3000.0,2016-08-11,1866-9565
2588,11279,3000.0,2016-08-11,1935-3987
2589,11280,3000.0,2016-08-11,1420-8938
2590,11281,3000.0,2016-08-11,1573-7519
2591,11282,3000.0,2016-08-11,1432-0681
2592,11283,3000.0,2016-08-11,1432-0657
2593,11284,3000.0,2016-08-11,1432-0665
2594,11285,3000.0,2016-08-11,1432-0673
2595,11286,3000.0,2016-08-11,1886-1784
2596,11287,3000.0,2016-08-11,1432-069X
2597,11288,3000.0,2016-08-11,1432-0703
2598,11289,3000.0,2016-08-11,1432-0711
2599,11290,3000.0,2016-08-11,1432-072X
2600,11291,3000.0,2016-08-11,1434-3916
2601,11292,3000.0,2016-08-11,1862-3514
2602,11293,3000.0,2016-08-11,1976-3786
2603,11294,3000.0,2016-08-11,1573-2800
2604,11295,3000.0,2016-08-11,1432-0738
2605,11296,3000.0,2016-08-11,1432-8798
2606,11297,3000.0,2016-08-11,1435-1102
2607,11298,3000.0,2016-08-11,1661-4917
2608,11299,3000.0,2016-08-11,1572-8374
2609,11300,3000.0,2016-08-11,2364-9461
2610,11301,3000.0,2016-08-11,2199-6806
2611,11302,3000.0,2016-08-11,1872-8847
2612,11303,3000.0,2016-08-11,1434-3924
2613,11304,3000.0,2016-08-11,1572-8382
2614,11305,3000.0,2016-08-11,1573-7462
2615,11306,3000.0,2016-08-11,1614-7456
2616,11307,3000.0,2016-08-11,1612-1031
2617,11308,3000.0,2016-08-11,1876-407X
2618,11309,3000.0,2016-08-11,1572-9958
2619,11310,3000.0,2016-08-11,2210-6731
2620,11311,3000.0,2016-08-11,1871-014X
2621,11312,3000.0,2016-08-11,2243-7908
2622,11313,3000.0,2016-08-11,1573-6946
2623,11314,3000.0,2016-08-11,1976-7951
2624,11315,3000.0,2016-08-11,1863-818X
2625,11316,3000.0,2016-08-11,1863-8163
2626,11317,3000.0,2016-08-11,1432-0754
2627,11318,3000.0,2016-08-11,1572-946X
2628,11319,3000.0,2016-08-11,1573-9678
2629,11320,3000.0,2016-08-11,1943-393X
2630,11321,3000.0,2016-08-11,2365-4325
2631,11322,3000.0,2016-08-11,1879-5447
2632,11323,3000.0,2016-08-11,1448-6032
2634,11325,3000.0,2016-08-11,1573-7535
2635,11326,3000.0,2016-08-11,2365-5135
2636,11327,3000.0,2016-08-11,1573-7454
2637,11328,3000.0,2016-08-11,1573-7527
2638,11329,3000.0,2016-08-11,1572-8390
2639,11330,3000.0,2016-08-11,1435-1803
2640,11331,3000.0,2016-08-11,1573-3297
2641,11332,3000.0,2016-08-11,1554-3528
2642,11333,3000.0,2016-08-11,1432-0762
2643,11334,3000.0,2016-08-11,1573-4927
2644,11335,3000.0,2016-08-11,1573-8248
2645,11336,3000.0,2016-08-11,1572-9729
2646,11337,3000.0,2016-08-11,1572-9710
2647,11338,3000.0,2016-08-11,1179-190X
2648,11339,3000.0,2016-08-11,1939-1242
2649,11340,3000.0,2016-08-11,1573-515X
2650,11341,3000.0,2016-08-11,1573-6768
2651,11342,3000.0,2016-08-11,1573-8264
2652,11343,3000.0,2016-08-11,1432-0770
2653,11344,3000.0,2016-08-11,1573-1464
2654,11345,3000.0,2016-08-11,1555-5550
2655,11346,3000.0,2016-08-11,1559-0720
2656,11347,3000.0,2016-08-11,1432-0789
2657,11348,3000.0,2016-08-11,1572-8404
2658,11349,3000.0,2016-08-11,2363-5088
2659,11350,3000.0,2016-08-11,2190-6823
2660,11351,3000.0,2016-08-11,1617-7940
2661,11352,3000.0,2016-08-11,1572-8781
2662,11353,3000.0,2016-08-11,1572-8773
2663,11354,3000.0,2016-08-11,1874-270X
2664,11355,3000.0,2016-08-11,2191-1649
2665,11356,3000.0,2016-08-11,2366-0120
2666,11357,3000.0,2016-08-11,1867-2469
2667,11358,3000.0,2016-08-11,1615-7605
2668,11359,3000.0,2016-08-11,1875-1350
2669,11360,3000.0,2016-08-11,1868-6249
2670,11361,3000.0,2016-08-11,1573-6776
2671,11362,3000.0,2016-08-11,1572-9125
2672,11363,3000.0,2016-08-11,1777-5469
2673,11364,3000.0,2016-08-11,2198-2759
2674,11365,3000.0,2016-08-11,1874-9372
2675,11366,3000.0,2016-08-11,1573-1472
2676,11367,3000.0,2016-08-11,1931-7565
2677,11368,3000.0,2016-08-11,1863-2661
2678,11369,3000.0,2016-08-11,1573-6792
2679,11370,3000.0,2016-08-11,1861-387X
2680,11371,3000.0,2016-08-11,1806-9959
2681,11372,3000.0,2016-08-11,1678-4448
2682,11373,3000.0,2016-08-11,1880-4233
2683,11374,3000.0,2016-08-11,1573-7217
2684,11375,3000.0,2016-08-11,1938-436X
2685,11376,3000.0,2016-08-11,1996-8744
2686,11377,3000.0,2016-08-11,1573-1456
2687,11378,3000.0,2016-08-11,1435-9537
2688,11379,3000.0,2016-08-11,1432-0800
2689,11380,3000.0,2016-08-11,2180-4206
2690,11381,3000.0,2016-08-11,1522-9602
2691,11382,3000.0,2016-08-11,1432-0819
2692,11383,3000.0,2016-08-11,1437-1588
2693,11384,3000.0,2016-08-11,1867-0202
2694,11385,3000.0,2016-08-11,1432-0827
2695,11386,3000.0,2016-08-11,1126-5434
2696,11387,3000.0,2016-08-11,1432-0835
2697,11388,3000.0,2016-08-11,1573-7225
2698,11389,3000.0,2016-08-11,1432-0843
2699,11390,3000.0,2016-08-11,1432-0851
2700,11391,3000.0,2016-08-11,1573-7233
2701,11392,3000.0,2016-08-11,1875-2284
2702,11393,3000.0,2016-08-11,1878-5212
2703,11394,3000.0,2016-08-11,1573-7241
2704,11395,3000.0,2016-08-11,1869-4098
2705,11396,3000.0,2016-08-11,1868-4297
2706,11397,3000.0,2016-08-11,1432-086X
2707,11398,3000.0,2016-08-11,1559-0259
2708,11399,3000.0,2016-08-11,1572-879X
2709,11400,3000.0,2016-08-11,1574-9266
2710,11401,3000.0,2016-08-11,1869-5590
2711,11402,3000.0,2016-08-11,1868-2510
2712,11403,3000.0,2016-08-11,1572-9478
2713,11404,3000.0,2016-08-11,1559-0283
2714,11405,3000.0,2016-08-11,1573-6822
2715,11406,3000.0,2016-08-11,1466-1268
2716,11407,3000.0,2016-08-11,1573-6814
2717,11408,3000.0,2016-08-11,1432-0878
2718,11409,3000.0,2016-08-11,1865-5033
2719,11410,3000.0,2016-08-11,1420-9071
2720,11411,3000.0,2016-08-11,1573-6830
2721,11412,3000.0,2016-08-11,2211-3436
2722,11413,3000.0,2016-08-11,1572-882X
2723,11414,3000.0,2016-08-11,2192-4449
2724,11415,3000.0,2016-08-11,1613-9178
2725,11416,3000.0,2016-08-11,1473-4230
2726,11417,3000.0,2016-08-11,1423-0445
2727,11418,3000.0,2016-08-11,1936-5810
2728,11419,3000.0,2016-08-11,2199-3793
2729,11420,3000.0,2016-08-11,1573-2797
2730,11421,3000.0,2016-08-11,1874-8988
2731,11422,3000.0,2016-08-11,1573-3327
2732,11423,3000.0,2016-08-11,1573-3319
2733,11424,3000.0,2016-08-11,1573-1693
2734,11425,3000.0,2016-08-11,1433-0350
2735,11426,3000.0,2016-08-11,2365-9459
2736,11427,3000.0,2016-08-11,1868-5161
2737,11428,3000.0,2016-08-11,1993-064X
2738,11429,3000.0,2016-08-11,2365-4252
2739,11430,3000.0,2016-08-11,1433-0385
2740,11431,3000.0,2016-08-11,1612-1112
2741,11432,3000.0,2016-08-11,1432-0886
2742,11433,3000.0,2016-08-11,1573-6849
2743,11434,3000.0,2016-08-11,1531-5878
2744,11435,3000.0,2016-08-11,1618-9558
2745,11436,3000.0,2016-08-11,1432-0894
2746,11437,3000.0,2016-08-11,1573-1480
2747,11438,3000.0,2016-08-11,1619-1560
2748,11439,3000.0,2016-08-11,1573-2827
2749,11440,3000.0,2016-08-11,1179-1918
2750,11441,3000.0,2016-08-11,1591-9528
2751,11442,3000.0,2016-08-11,1573-7276
2752,11443,3000.0,2016-08-11,1437-7799
2753,11444,3000.0,2016-08-11,1865-7265
2754,11445,3000.0,2016-08-11,1869-1447
2755,11446,3000.0,2016-08-11,1436-3771
2756,11447,3000.0,2016-08-11,1179-1926
2757,11448,3000.0,2016-08-11,1861-0692
2758,11449,3000.0,2016-08-11,1559-0267
2759,11450,3000.0,2016-08-11,1559-0119
2760,11451,3000.0,2016-08-11,1434-9949
2761,11452,3000.0,2016-08-11,1573-3343
2762,11453,3000.0,2016-08-11,2281-7565
2763,11454,3000.0,2016-08-11,1699-3055
2764,11455,3000.0,2016-08-11,1863-2513
2765,11456,3000.0,2016-08-11,1573-7543
2766,11457,3000.0,2016-08-11,1614-3744
2767,11458,3000.0,2016-08-11,1179-1934
2768,11459,3000.0,2016-08-11,1435-5566
2769,11460,3000.0,2016-08-11,1531-135X
2770,11461,3000.0,2016-08-11,1866-9964
2771,11462,3000.0,2016-08-11,1871-4099
2772,11463,3000.0,2016-08-11,1612-4790
2773,11464,3000.0,2016-08-11,1573-2819
2774,11465,3000.0,2016-08-11,2038-4815
2775,11466,3000.0,2016-08-11,1435-1536
2776,11467,3000.0,2016-08-11,1615-6730
2777,11468,3000.0,2016-08-11,1432-0916
2778,11469,3000.0,2016-08-11,2194-671X
2779,11470,3000.0,2016-08-11,1573-2789
2780,11471,3000.0,2016-08-11,1618-565X
2781,11472,3000.0,2016-08-11,1661-8262
2783,11474,3000.0,2016-08-11,1420-8954
2784,11475,3000.0,2016-08-11,1572-9974
2785,11476,3000.0,2016-08-11,1573-1499
2786,11477,3000.0,2016-08-11,1619-6988
2787,11478,3000.0,2016-08-11,1572-9346
2788,11479,3000.0,2016-08-11,1432-0924
2789,11480,3000.0,2016-08-11,2195-3724
2790,11481,3000.0,2016-08-11,1573-2894
2791,11482,3000.0,2016-08-11,2196-4386
2792,11483,3000.0,2016-08-11,1613-9658
2793,11484,3000.0,2016-08-11,2052-773X
2794,11485,3000.0,2016-08-11,1865-2042
2795,11486,3000.0,2016-08-11,1573-7551
2796,11487,3000.0,2016-08-11,1436-5057
2797,11488,3000.0,2016-08-11,1433-0369
2798,11489,3000.0,2016-08-11,1572-9737
2799,11490,3000.0,2016-08-11,1877-7260
2800,11491,3000.0,2016-08-11,1572-9966
2801,11492,3000.0,2016-08-11,1572-9354
2802,11493,3000.0,2016-08-11,1432-0940
2803,11494,3000.0,2016-08-11,1573-3335
2804,11495,3000.0,2016-08-11,1872-0226
2805,11496,3000.0,2016-08-11,1876-5165
2806,11497,3000.0,2016-08-11,2161-1505
2807,11498,3000.0,2016-08-11,1573-1103
2808,11499,3000.0,2016-08-11,1432-0959
2809,11500,3000.0,2016-08-11,1432-0967
2810,11501,3000.0,2016-08-11,2198-0942
2811,11502,3000.0,2016-08-11,1432-0975
2812,11503,3000.0,2016-08-11,1573-0751
2813,11504,3000.0,2016-08-11,1572-9850
2814,11505,3000.0,2016-08-11,1871-9805
2815,11506,3000.0,2016-08-11,1572-9877
2816,11507,3000.0,2016-08-11,1936-2455
2817,11508,3000.0,2016-08-11,2277-9086
2818,11509,3000.0,2016-08-11,1871-1510
2819,11510,3000.0,2016-08-11,2193-8660
2820,11511,3000.0,2016-08-11,1573-076X
2821,11512,3000.0,2016-08-11,2196-2952
2822,11513,3000.0,2016-08-11,1534-6315
2823,11514,3000.0,2016-08-11,2167-6275
2824,11515,3000.0,2016-08-11,1534-6242
2825,11516,3000.0,2016-08-11,2196-2979
2826,11517,3000.0,2016-08-11,1931-7220
2827,11518,3000.0,2016-08-11,1943-4596
2828,11519,3000.0,2016-08-11,1534-3170
2829,11520,3000.0,2016-08-11,1941-9074
2830,11521,3000.0,2016-08-11,1932-9563
2831,11522,3000.0,2016-08-11,2198-6061
2832,11523,3000.0,2016-08-11,2196-5471
2833,11524,3000.0,2016-08-11,1556-3804
2834,11525,3000.0,2016-08-11,2162-4933
2835,11526,3000.0,2016-08-11,2196-2987
2836,11527,3000.0,2016-08-11,1539-0829
2837,11528,3000.0,2016-08-11,2167-4884
2838,11529,3000.0,2016-08-11,2196-5412
2839,11530,3000.0,2016-08-11,2196-2995
2840,11531,3000.0,2016-08-11,2198-6436
2841,11532,3000.0,2016-08-11,1936-377X
2842,11533,3000.0,2016-08-11,1534-312X
2843,11534,3000.0,2016-08-11,2167-4876
2844,11535,3000.0,2016-08-11,1432-0983
2845,11536,3000.0,2016-08-11,2196-7865
2846,11537,3000.0,2016-08-11,1546-9549
2847,11538,3000.0,2016-08-11,1558-822X
2848,11539,3000.0,2016-08-11,2195-9595
2849,11540,3000.0,2016-08-11,1548-3576
2850,11541,3000.0,2016-08-11,1534-3111
2851,11542,3000.0,2016-08-11,1534-3146
2852,11543,3000.0,2016-08-11,2364-494X
2853,11544,3000.0,2016-08-11,1432-0991
2854,11545,3000.0,2016-08-11,2198-6428
2855,11546,3000.0,2016-08-11,1534-6293
2856,11547,3000.0,2016-08-11,2161-3311
2857,11548,3000.0,2016-08-11,2162-4968
2858,11549,3000.0,2016-08-11,2161-3303
2859,11550,3000.0,2016-08-11,1534-6269
2860,11551,3000.0,2016-08-11,2167-4868
2861,11552,3000.0,2016-08-11,2196-3002
2862,11553,3000.0,2016-08-11,1544-2241
2863,11554,3000.0,2016-08-11,2167-583X
2864,11555,3000.0,2016-08-11,1534-3081
2865,11556,3000.0,2016-08-11,2167-485X
2866,11557,3000.0,2016-08-11,2167-4841
2867,11558,3000.0,2016-08-11,2198-641X
2868,11559,3000.0,2016-08-11,2167-4833
2869,11560,3000.0,2016-08-11,2198-6592
2870,11561,3000.0,2016-08-11,1535-1645
2871,11562,3000.0,2016-08-11,1936-4733
